GeneSymbol	GeneID	MediaTumor	MedianNormal	Log2FoldChange	adjp
FAM20C	ENSG00000177706.8	6.400	16.090	-1.208	7.98e-12
ODF3B	ENSG00000177989.13	3.250	9.450	-1.298	1.16e-12
RNF212	ENSG00000178222.12	0.320	2.195	-1.275	9.12e-3
TMPRSS9	ENSG00000178297.12	3.330	0.520	1.510	3.40e-22
PLEKHM3	ENSG00000178385.13	0.290	1.780	-1.108	1.02e-32
NT5DC1	ENSG00000178425.13	10.860	27.574	-1.269	2.59e-15
ERN1	ENSG00000178607.15	7.720	24.040	-1.522	5.56e-17
THBD	ENSG00000178726.6	2.260	6.880	-1.273	6.91e-16
MSC	ENSG00000178860.8	1.330	6.580	-1.702	7.84e-6
TAF7	ENSG00000178913.7	96.683	37.370	1.348	3.40e-26
SMIM10L2A	ENSG00000178947.8	54.681	21.845	1.285	3.32e-10
SEPW1	ENSG00000178980.14	266.002	110.898	1.255	3.10e-16
RAD23A	ENSG00000179262.9	133.824	65.450	1.021	3.94e-18
GADD45GIP1	ENSG00000179271.2	77.423	34.095	1.160	3.77e-28
MEIS3P1	ENSG00000179277.9	1.130	6.090	-1.735	1.23e-25
LINC00174	ENSG00000179406.6	2.470	11.800	-1.883	1.02e-32
SLITRK4	ENSG00000179542.15	1.220	9.415	-2.230	2.32e-20
PCBP1-AS1	ENSG00000179818.13	7.830	21.715	-1.363	2.57e-18
PHC1P1	ENSG00000179899.8	0.270	1.915	-1.199	6.31e-31
ZNF154	ENSG00000179909.15	0.350	3.480	-1.731	1.05e-42
TMEM150B	ENSG00000180061.9	0.280	1.840	-1.150	1.49e-19
TH	ENSG00000180176.14	0.000	2.967	-1.988	1.72e-13
RP1-278E11.3	ENSG00000180211.5	2.140	0.545	1.023	1.15e-32
HERC2P3	ENSG00000180229.12	3.920	18.265	-1.969	1.40e-32
HCLS1	ENSG00000180353.10	6.110	26.915	-1.973	1.92e-25
GAS1	ENSG00000180447.6	1.170	4.400	-1.315	8.55e-20
SRP9P1	ENSG00000180581.7	8.590	26.803	-1.536	5.72e-6
SSTR2	ENSG00000180616.8	0.170	1.395	-1.033	7.79e-28
RP11-290F5.2	ENSG00000180712.3	6.870	25.229	-1.737	2.36e-13
HOXC10	ENSG00000180818.4	2.590	0.590	1.175	3.94e-13
SSR4	ENSG00000180879.13	573.678	279.024	1.037	5.41e-16
TRAPPC5	ENSG00000181029.8	148.281	66.251	1.150	1.76e-27
RPH3AL	ENSG00000181031.15	5.730	16.645	-1.391	1.02e-14
NPM1	ENSG00000181163.13	981.605	439.752	1.157	2.99e-14
POLR2A	ENSG00000181222.14	24.570	59.350	-1.239	1.28e-22
TMEM136	ENSG00000181264.8	5.050	12.445	-1.152	7.66e-21
RPL24P4	ENSG00000181524.6	16.220	4.690	1.598	3.39e-44
TMEM252	ENSG00000181778.4	0.110	1.315	-1.060	4.90e-20
RFX7	ENSG00000181827.14	1.660	4.535	-1.057	3.91e-26
RP11-69E11.4	ENSG00000182109.7	2.500	12.815	-1.981	7.47e-39
UNC5C	ENSG00000182168.14	0.400	4.195	-1.892	6.55e-29
RGMA	ENSG00000182175.13	0.290	2.160	-1.293	2.96e-29
UBA7	ENSG00000182179.10	20.050	42.805	-1.057	4.91e-18
FAM153B	ENSG00000182230.11	3.150	18.145	-2.206	7.44e-31
SPACA6P	ENSG00000182310.12	8.310	23.745	-1.410	5.08e-28
LIPF	ENSG00000182333.14	0.000	1.085	-1.060	2.30e-21
FES	ENSG00000182511.11	2.100	9.525	-1.763	4.50e-26
LIMK2	ENSG00000182541.17	5.670	12.860	-1.055	8.20e-26
SPNS3	ENSG00000182557.7	0.570	2.890	-1.309	2.48e-7
SATB1	ENSG00000182568.16	2.340	8.170	-1.457	4.71e-25
TMEM198B	ENSG00000182796.12	11.540	25.915	-1.102	6.52e-23
PLCXD3	ENSG00000182836.9	0.720	4.550	-1.690	4.76e-7
RP11-181G12.2	ENSG00000182873.5	0.540	2.270	-1.086	2.70e-37
SPATA13	ENSG00000182957.15	4.120	9.670	-1.059	3.47e-20
MTA1	ENSG00000182979.17	22.279	50.700	-1.151	8.97e-24
ZNF662	ENSG00000182983.14	0.240	3.780	-1.947	4.54e-48
NEB	ENSG00000183091.19	0.600	4.895	-1.881	6.42e-37
RUVBL2	ENSG00000183207.12	73.531	33.881	1.095	5.96e-16
FHL3	ENSG00000183386.9	5.120	13.350	-1.229	7.45e-10
NPIPA1	ENSG00000183426.15	35.471	79.003	-1.133	4.77e-20
OR7E38P	ENSG00000183444.10	3.000	7.555	-1.097	2.88e-22
RP11-958N24.1	ENSG00000183458.13	1.660	10.595	-2.124	7.69e-35
MRPL54	ENSG00000183617.4	140.350	68.940	1.015	2.02e-19
LHFP	ENSG00000183722.7	12.970	28.425	-1.075	1.66e-13
KREMEN1	ENSG00000183762.12	4.360	11.545	-1.227	4.55e-15
ZNF703	ENSG00000183779.6	23.620	10.235	1.132	3.65e-14
NPIPA5	ENSG00000183793.13	6.510	17.132	-1.272	2.56e-8
OLFML1	ENSG00000183801.7	0.750	2.725	-1.090	6.46e-9
MAATS1	ENSG00000183833.16	1.240	4.485	-1.292	8.48e-37
KIRREL	ENSG00000183853.17	2.950	11.850	-1.702	1.14e-27
TOB2	ENSG00000183864.4	9.000	21.275	-1.155	9.12e-19
UTY	ENSG00000183878.15	0.000	3.589	-2.198	5.06e-8
NPIPA5	ENSG00000183889.12	52.991	108.473	-1.020	3.39e-13
KCNH8	ENSG00000183960.8	0.010	1.035	-1.011	1.00e-22
SMTN	ENSG00000183963.18	8.940	23.745	-1.316	1.55e-17
NR2C2AP	ENSG00000184162.14	20.949	8.565	1.198	1.73e-33
GPR173	ENSG00000184194.5	0.100	1.855	-1.376	4.42e-24
TSPYL2	ENSG00000184205.14	45.150	124.460	-1.443	2.63e-15
GOLGA6L4	ENSG00000184206.11	1.010	5.280	-1.644	1.12e-42
SLIT3	ENSG00000184347.14	2.930	8.665	-1.298	9.75e-12
PLA2G6	ENSG00000184381.18	8.660	52.249	-2.463	4.14e-45
WDR27	ENSG00000184465.15	4.550	21.400	-2.013	9.23e-45
TMEM255B	ENSG00000184497.12	3.470	9.315	-1.206	4.96e-28
SOCS3	ENSG00000184557.4	7.080	23.389	-1.594	3.57e-11
TMEM173	ENSG00000184584.12	4.930	17.935	-1.675	8.05e-31
RALYL	ENSG00000184672.11	0.310	9.885	-3.055	1.16e-31
ZBTB40	ENSG00000184677.16	3.890	13.020	-1.520	3.90e-34
PRR33	ENSG00000184682.5	2.290	7.949	-1.444	1.04e-16
NDUFA12	ENSG00000184752.12	170.732	77.934	1.121	1.48e-24
UBE2G2	ENSG00000184787.18	19.950	50.105	-1.286	6.40e-26
ZBTB7C	ENSG00000184828.9	2.340	9.065	-1.591	4.74e-25
TCEAL2	ENSG00000184905.8	0.030	2.230	-1.649	2.26e-14
FMNL1	ENSG00000184922.13	3.070	8.740	-1.259	3.39e-14
LCN12	ENSG00000184925.11	0.990	6.040	-1.823	1.80e-26
SEMA4B	ENSG00000185033.14	17.170	39.319	-1.150	9.75e-16
FLRT2	ENSG00000185070.10	1.460	4.930	-1.269	3.30e-10
MANEAL	ENSG00000185090.14	10.350	4.145	1.142	2.63e-17
NOMO2	ENSG00000185164.14	131.652	51.065	1.349	9.87e-28
NRBP2	ENSG00000185189.15	4.300	22.995	-2.179	2.67e-48
IFITM2	ENSG00000185201.16	76.071	224.410	-1.548	1.06e-16
TNFAIP2	ENSG00000185215.8	14.110	71.866	-2.270	4.95e-25
MC2R	ENSG00000185231.4	6.890	22.154	-1.553	7.12e-11
PRPF39	ENSG00000185246.17	9.480	20.285	-1.022	1.01e-29
SOCS1	ENSG00000185338.4	9.990	2.080	1.835	3.34e-24
MAPK11	ENSG00000185386.14	1.500	4.900	-1.239	3.54e-16
PARPBP	ENSG00000185480.11	3.330	0.870	1.211	3.41e-29
SDHAP1	ENSG00000185485.14	6.860	20.155	-1.428	1.87e-32
RP11-504P24.3	ENSG00000185495.10	0.970	3.755	-1.271	1.42e-41
MUC1	ENSG00000185499.16	0.750	4.880	-1.748	1.62e-17
IRF7	ENSG00000185507.19	2.500	6.275	-1.056	4.84e-10
L3MBTL1	ENSG00000185513.14	1.750	8.505	-1.789	1.91e-42
FAM131C	ENSG00000185519.8	14.170	4.070	1.581	5.18e-15
NR2F2	ENSG00000185551.12	13.620	33.440	-1.236	9.83e-17
TLCD2	ENSG00000185561.9	2.260	7.155	-1.323	1.17e-20
PCGF3	ENSG00000185619.17	20.369	43.425	-1.056	4.20e-21
PBX1	ENSG00000185630.18	11.220	24.794	-1.078	1.94e-12
NDUFA4L2	ENSG00000185633.10	19.880	8.070	1.203	8.67e-16
SMG1P4	ENSG00000185710.9	0.390	2.060	-1.138	1.15e-28
RPL12P4	ENSG00000185834.10	1.060	3.905	-1.252	2.68e-39
NPIPB4	ENSG00000185864.16	6.740	28.764	-1.943	1.06e-36
RTN4RL1	ENSG00000185924.6	0.240	2.575	-1.528	1.74e-28
RNPC3	ENSG00000185946.15	3.830	18.375	-2.004	5.69e-45
NDUFA13	ENSG00000186010.18	459.397	187.571	1.288	7.47e-28
RP11-887P2.3	ENSG00000186076.5	0.970	3.555	-1.209	1.74e-11
KRT5	ENSG00000186081.11	0.000	1.465	-1.302	3.09e-31
SAPCD2	ENSG00000186193.8	2.190	0.220	1.387	2.78e-30
MAR1	ENSG00000186205.12	2.450	6.170	-1.055	9.61e-20
MST1P2	ENSG00000186301.8	0.650	6.080	-2.101	1.50e-37
RXRA	ENSG00000186350.9	13.860	35.700	-1.304	3.12e-21
GOLGA8R	ENSG00000186399.10	0.300	1.875	-1.145	1.45e-26
INSIG1	ENSG00000186480.12	41.040	17.809	1.160	1.05e-4
MIR22HG	ENSG00000186594.12	18.420	48.556	-1.351	9.11e-20
PDE2A	ENSG00000186642.15	13.010	29.380	-1.117	5.53e-3
MST1L	ENSG00000186715.10	0.550	4.585	-1.849	3.61e-30
ZSCAN30	ENSG00000186814.12	3.340	12.530	-1.640	8.43e-40
TPCN1	ENSG00000186815.12	30.030	65.319	-1.096	1.62e-13
LILRB4	ENSG00000186818.12	1.680	4.550	-1.050	2.64e-10
TNFRSF4	ENSG00000186827.10	2.640	0.400	1.379	7.00e-47
ZACN	ENSG00000186919.12	10.060	0.615	2.776	2.25e-9
PPARA	ENSG00000186951.16	2.700	6.545	-1.028	2.56e-21
KANK3	ENSG00000186994.11	1.900	5.965	-1.264	1.47e-14
ESPN	ENSG00000187017.14	0.200	2.205	-1.417	1.81e-15
PLCD1	ENSG00000187091.13	6.480	17.180	-1.281	1.06e-19
MITF	ENSG00000187098.14	1.020	3.240	-1.070	3.76e-16
SHTN1	ENSG00000187164.17	5.560	12.385	-1.029	4.10e-16
WDR86	ENSG00000187260.15	0.410	2.295	-1.225	3.33e-37
LUZP2	ENSG00000187398.11	0.120	4.910	-2.400	1.71e-17
FPR3	ENSG00000187474.4	1.240	4.490	-1.293	1.21e-15
GJA4	ENSG00000187513.8	6.000	14.155	-1.114	1.87e-11
ISG15	ENSG00000187608.8	31.910	11.075	1.447	8.36e-19
SAMD11	ENSG00000187634.10	0.520	4.875	-1.951	1.73e-18
VMAC	ENSG00000187650.3	1.510	4.035	-1.004	3.93e-26
GABRD	ENSG00000187730.7	2.570	0.760	1.020	2.37e-16
FANCA	ENSG00000187741.14	6.990	2.675	1.120	2.90e-20
SEMA4D	ENSG00000187764.11	5.350	14.580	-1.295	3.05e-26
PEAR1	ENSG00000187800.13	0.870	7.645	-2.209	4.72e-62
TMEM220	ENSG00000187824.8	4.840	14.370	-1.396	1.15e-28
KLHL17	ENSG00000187961.13	2.310	8.320	-1.494	2.04e-28
MAPK12	ENSG00000188130.13	1.550	4.120	-1.006	8.10e-6
LINC00265	ENSG00000188185.11	1.830	5.270	-1.148	7.49e-20
HNRNPU-AS1	ENSG00000188206.6	2.950	10.665	-1.562	5.90e-33
PLA2G2A	ENSG00000188257.10	0.360	6.969	-2.551	3.85e-19
ZP3	ENSG00000188372.14	11.290	3.890	1.330	7.64e-19
TCTEX1D4	ENSG00000188396.3	0.160	1.390	-1.043	1.70e-33
HBA2	ENSG00000188536.12	58.602	23.414	1.288	4.51e-3
RALGAPA2	ENSG00000188559.13	1.510	5.415	-1.354	2.89e-33
NANOS1	ENSG00000188613.6	1.120	6.430	-1.809	8.74e-24
S100A16	ENSG00000188643.10	12.560	49.213	-1.889	4.53e-15
PARVB	ENSG00000188677.14	13.270	28.218	-1.034	6.29e-17
ZBED6CL	ENSG00000188707.5	3.960	45.171	-3.219	1.73e-36
PRELP	ENSG00000188783.5	0.970	9.815	-2.457	7.65e-40
MSL1	ENSG00000188895.11	22.689	53.744	-1.208	5.31e-23
HACD4	ENSG00000188921.13	0.450	2.450	-1.251	1.57e-21
USP32P1	ENSG00000188933.14	1.120	8.745	-2.201	1.57e-5
PLAC9	ENSG00000189129.13	5.500	12.795	-1.086	2.31e-14
UBE2Q2P1	ENSG00000189136.8	1.280	10.710	-2.361	1.03e-52
PAX8-AS1	ENSG00000189223.13	0.950	20.659	-3.473	2.73e-17
TSPYL1	ENSG00000189241.6	31.639	64.964	-1.015	3.49e-10
FAM150B	ENSG00000189292.15	55.310	117.327	-1.071	6.45e-10
SLC35E2B	ENSG00000189339.11	8.670	28.859	-1.627	2.29e-30
FAM179A	ENSG00000189350.12	0.150	2.375	-1.553	1.43e-30
MMP23B	ENSG00000189409.12	0.990	5.040	-1.602	7.48e-21
KIAA0895L	ENSG00000196123.12	14.660	47.990	-1.645	1.17e-35
S100A4	ENSG00000196154.11	17.920	57.944	-1.639	3.62e-8
PLEKHG4	ENSG00000196155.12	21.320	5.420	1.798	2.20e-18
TMEM63A	ENSG00000196187.11	5.790	24.150	-1.889	3.54e-38
SIRPB2	ENSG00000196209.12	0.220	3.085	-1.743	2.09e-46
SRGAP3	ENSG00000196220.15	1.200	4.790	-1.396	1.91e-35
ZNF493	ENSG00000196268.11	2.510	6.355	-1.067	1.38e-29
NPIPB15	ENSG00000196436.8	1.850	5.405	-1.168	9.01e-8
MAN2A2	ENSG00000196547.14	12.320	36.505	-1.494	1.70e-26
SULF2	ENSG00000196562.14	49.111	10.505	2.123	1.56e-27
LAMA2	ENSG00000196569.11	1.010	8.750	-2.278	1.33e-31
TCF4	ENSG00000196628.13	5.470	19.225	-1.644	4.83e-26
SLC30A10	ENSG00000196660.10	1.710	0.130	1.262	8.04e-18
HSH2D	ENSG00000196684.12	1.820	0.350	1.063	3.56e-18
PDXDC2P	ENSG00000196696.12	2.520	10.420	-1.698	2.52e-37
ZNF431	ENSG00000196705.8	3.580	12.594	-1.570	1.41e-23
LAMB3	ENSG00000196878.12	6.470	15.899	-1.178	1.28e-5
TMEM26	ENSG00000196932.11	2.210	0.460	1.137	2.63e-24
SMIM10L2B	ENSG00000196972.7	16.180	1.975	2.530	2.83e-26
LAGE3	ENSG00000196976.6	77.880	30.040	1.346	4.90e-32
FAM163B	ENSG00000196990.8	0.060	1.275	-1.102	9.03e-16
MAFG	ENSG00000197063.10	4.470	10.285	-1.045	5.89e-20
KIAA1671	ENSG00000197077.12	4.870	11.010	-1.033	1.18e-16
SLC25A29	ENSG00000197119.12	9.370	35.138	-1.801	2.04e-38
SULT1A2	ENSG00000197165.10	0.440	2.550	-1.302	9.20e-8
SERPINA1	ENSG00000197249.12	1.840	6.555	-1.412	2.05e-6
KANK2	ENSG00000197256.10	22.000	48.765	-1.113	1.15e-10
SYNGAP1	ENSG00000197283.12	3.220	10.705	-1.472	5.35e-29
SVIL	ENSG00000197321.14	2.900	10.230	-1.526	7.80e-21
TRIM33	ENSG00000197323.10	3.060	7.470	-1.061	1.66e-33
LRP10	ENSG00000197324.8	21.450	44.223	-1.010	4.00e-10
ZNF655	ENSG00000197343.10	14.200	31.860	-1.112	1.27e-20
VEPH1	ENSG00000197415.11	8.290	18.070	-1.038	9.72e-6
MAP3K5	ENSG00000197442.9	10.600	78.080	-2.769	8.61e-40
OGDHL	ENSG00000197444.9	4.700	0.660	1.780	1.48e-9
SLC2A10	ENSG00000197496.5	0.770	4.715	-1.691	3.37e-20
MIB2	ENSG00000197530.12	17.940	39.929	-1.112	8.86e-25
MFAP5	ENSG00000197614.10	0.200	6.209	-2.587	7.51e-31
MPEG1	ENSG00000197629.5	1.360	5.305	-1.418	2.62e-12
NMB	ENSG00000197696.9	4.470	13.420	-1.398	3.12e-22
PARVA	ENSG00000197702.11	5.910	13.385	-1.058	2.05e-17
S100A10	ENSG00000197747.8	152.693	342.901	-1.162	5.66e-7
FAM49A	ENSG00000197872.11	2.150	6.805	-1.309	3.09e-15
MYO1C	ENSG00000197879.14	11.280	29.055	-1.291	4.16e-20
MBP	ENSG00000197971.14	0.490	3.580	-1.620	2.90e-24
GOLGA6L9	ENSG00000197978.9	0.740	2.910	-1.168	1.69e-39
RP11-347C12.1	ENSG00000198064.13	0.860	3.400	-1.242	1.18e-31
SFI1	ENSG00000198089.14	9.070	21.155	-1.138	2.73e-25
LPAR1	ENSG00000198121.13	1.400	7.505	-1.825	5.07e-19
MB	ENSG00000198125.12	0.320	2.875	-1.554	3.82e-14
HIBCH	ENSG00000198130.14	17.750	53.398	-1.537	6.74e-21
SZT2	ENSG00000198198.13	3.970	10.460	-1.205	2.80e-45
UBL5	ENSG00000198258.10	855.010	385.903	1.146	2.92e-21
ITSN2	ENSG00000198399.14	8.840	21.304	-1.181	3.72e-31
ZNF69	ENSG00000198429.9	1.030	3.920	-1.277	1.90e-20
TPM2	ENSG00000198467.13	52.008	244.348	-2.211	3.62e-20
PLN	ENSG00000198523.5	0.360	2.475	-1.353	4.06e-23
PPIAP22	ENSG00000198618.5	265.376	42.700	2.608	9.34e-61
MDM4	ENSG00000198625.12	2.890	7.555	-1.137	3.39e-40
PAPSS2	ENSG00000198682.12	28.839	106.665	-1.851	1.06e-12
SMOC1	ENSG00000198732.10	0.310	1.710	-1.049	6.23e-3
SELM	ENSG00000198832.10	30.879	71.764	-1.191	5.13e-11
MT-ATP6	ENSG00000198899.2	19788.847	41387.284	-1.064	5.10e-6
PRC1	ENSG00000198901.13	14.730	5.180	1.348	9.01e-17
GPRASP1	ENSG00000198932.12	1.930	9.124	-1.789	5.91e-29
L3MBTL3	ENSG00000198945.7	3.400	9.150	-1.206	2.60e-15
SMG5	ENSG00000198952.8	23.591	48.914	-1.021	4.46e-18
TGM2	ENSG00000198959.11	18.520	45.535	-1.253	1.23e-9
U3	ENSG00000200693.2	1.000	3.265	-1.093	1.52e-9
RNU4-2	ENSG00000202538.1	17.920	2.931	2.267	7.31e-7
FCGR3A	ENSG00000203747.9	6.890	27.740	-1.865	2.70e-14
HIST2H3PS2	ENSG00000203818.7	0.280	1.880	-1.170	2.79e-8
HSD3BP2	ENSG00000203858.3	0.550	10.970	-2.949	3.18e-28
HSD3B2	ENSG00000203859.9	29.459	1222.526	-5.328	6.98e-31
LINC01270	ENSG00000203999.8	0.520	2.665	-1.270	1.12e-27
RP11-465L10.10	ENSG00000204044.6	2.080	0.280	1.267	1.03e-29
FOXO6	ENSG00000204060.5	2.300	0.545	1.095	1.74e-12
INPP5B	ENSG00000204084.12	2.800	8.030	-1.249	2.90e-37
HNRNPCP2	ENSG00000204253.4	15.730	1.400	2.801	1.28e-76
TAP2	ENSG00000204267.13	7.080	16.455	-1.111	1.53e-10
SPIN3	ENSG00000204271.10	1.360	4.980	-1.341	2.62e-38
PRRT1	ENSG00000204314.10	4.100	9.810	-1.084	2.28e-15
STK19	ENSG00000204344.14	53.341	122.097	-1.180	1.42e-12
SLC44A4	ENSG00000204385.10	2.440	8.539	-1.471	5.47e-8
LILRB3	ENSG00000204577.11	0.570	7.140	-2.374	1.03e-48
HLA-J	ENSG00000204622.10	0.490	4.065	-1.765	4.92e-19
ZNRD1-AS1	ENSG00000204623.8	0.830	2.770	-1.043	5.40e-33
FAM153C	ENSG00000204677.10	0.510	2.655	-1.275	2.97e-10
GABBR1	ENSG00000204681.10	6.360	33.260	-2.219	7.01e-47
ZNF204P	ENSG00000204789.4	0.550	5.130	-1.984	2.34e-33
PNMAL2	ENSG00000204851.6	4.430	11.764	-1.233	2.12e-11
ZNF783	ENSG00000204946.9	2.650	6.435	-1.026	3.26e-28
PRSS1	ENSG00000204983.12	0.000	6.785	-2.961	2.18e-22
PKHD1L1	ENSG00000205038.11	0.010	2.805	-1.914	3.82e-52
PSENEN	ENSG00000205155.7	163.505	53.156	1.603	3.41e-42
LINC00654	ENSG00000205181.5	0.610	2.600	-1.161	1.38e-19
MT1A	ENSG00000205362.10	0.740	15.494	-3.245	2.01e-19
MT1M	ENSG00000205364.3	0.590	9.215	-2.684	3.08e-25
RGL3	ENSG00000205517.12	3.800	33.840	-2.860	2.39e-32
LCMT1	ENSG00000205629.11	53.389	25.610	1.031	3.45e-27
ITSN1	ENSG00000205726.13	8.520	18.865	-1.061	9.70e-18
RP11-1212A22.1	ENSG00000205746.9	5.110	24.739	-2.075	7.66e-29
RP11-3B12.4	ENSG00000205898.3	0.120	2.050	-1.445	3.56e-25
NYNRIN	ENSG00000205978.5	0.450	2.055	-1.075	4.27e-21
P2RX6P	ENSG00000206145.8	0.230	2.335	-1.439	2.30e-16
HERC2P9	ENSG00000206149.10	6.070	17.990	-1.425	1.09e-33
FOXL2NB	ENSG00000206262.8	0.040	1.394	-1.203	1.93e-21
HLA-H	ENSG00000206341.7	24.309	11.240	1.048	1.28e-6
TMEM200C	ENSG00000206432.4	0.120	3.115	-1.877	4.46e-42
THUMPD3-AS1	ENSG00000206573.8	9.470	23.180	-1.208	4.77e-27
RNU1-106P	ENSG00000207110.1	0.000	2.090	-1.628	3.42e-3
GPX3	ENSG00000211445.11	35.380	337.360	-3.217	3.96e-34
IGKC	ENSG00000211592.6	5.820	23.799	-1.862	4.23e-4
IGLV5-52	ENSG00000211643.2	0.040	1.700	-1.376	1.03e-20
IGHA1	ENSG00000211895.4	2.550	8.735	-1.455	1.77e-4
IGHG1	ENSG00000211896.6	2.750	9.875	-1.536	2.12e-3
LINC01089	ENSG00000212694.8	4.700	12.245	-1.216	1.86e-17
RNF208	ENSG00000212864.3	7.590	16.740	-1.046	1.62e-12
RP11-641D5.1	ENSG00000213178.3	156.768	65.666	1.243	9.94e-27
HIST2H3DP1	ENSG00000213244.3	0.170	1.705	-1.209	1.49e-26
YWHAZP5	ENSG00000213260.3	1.470	0.180	1.066	1.08e-34
GSTM2	ENSG00000213366.12	32.401	121.057	-1.870	2.23e-26
LCAT	ENSG00000213398.7	8.390	20.850	-1.218	2.59e-16
RPL18AP3	ENSG00000213442.5	77.659	31.804	1.262	6.92e-23
ERV3-1	ENSG00000213462.4	8.760	26.819	-1.511	4.08e-18
RPLP0P6	ENSG00000213553.4	17.480	7.750	1.079	3.95e-12
RP11-386I14.2	ENSG00000213561.4	0.040	1.150	-1.048	1.49e-29
GPSM3	ENSG00000213654.9	3.930	10.220	-1.186	1.94e-13
LTB4R	ENSG00000213903.8	3.690	8.615	-1.036	2.77e-11
LTB4R2	ENSG00000213906.9	0.740	3.725	-1.441	2.40e-31
GALT	ENSG00000213930.11	32.860	68.455	-1.036	5.13e-17
TTLL3	ENSG00000214021.15	9.950	40.644	-1.927	9.43e-44
LINC00887	ENSG00000214145.6	2.790	21.398	-2.563	2.17e-31
PLEKHM1P	ENSG00000214176.9	2.070	9.915	-1.830	2.10e-53
HNRNPA1P10	ENSG00000214223.4	4.550	1.275	1.287	8.41e-35
SCART1	ENSG00000214279.12	0.310	1.850	-1.121	5.40e-38
RP11-252A24.2	ENSG00000214331.8	1.210	4.400	-1.289	1.47e-39
RPS3AP26	ENSG00000214389.2	9.390	3.390	1.243	1.42e-23
LCNL1	ENSG00000214402.6	0.000	1.655	-1.409	3.50e-24
LRRC37A4P	ENSG00000214425.6	0.950	3.590	-1.235	1.13e-17
RCN1P2	ENSG00000214455.4	2.720	6.980	-1.101	3.50e-20
PLIN5	ENSG00000214456.8	0.490	5.300	-2.080	1.02e-30
RPL7P1	ENSG00000214485.6	36.849	9.245	1.885	3.90e-31
SPINK13	ENSG00000214510.9	10.510	1.325	2.308	1.11e-27
MEG3	ENSG00000214548.14	291.428	1171.263	-2.003	7.48e-21
HMGN2P15	ENSG00000214578.5	0.000	1.205	-1.141	3.30e-15
SEPT7P2	ENSG00000214765.8	4.020	9.975	-1.128	2.02e-33
MS4A4E	ENSG00000214787.8	0.120	1.540	-1.181	1.78e-32
PPIAP29	ENSG00000214975.4	5.120	1.340	1.387	8.85e-40
NEURL4	ENSG00000215041.9	8.300	19.221	-1.121	3.36e-28
FAM166B	ENSG00000215187.9	100.259	274.887	-1.446	2.65e-9
GOLGA8B	ENSG00000215252.11	10.230	47.871	-2.122	9.52e-36
MIR99AHG	ENSG00000215386.10	1.930	8.590	-1.711	3.19e-13
MCM3AP-AS1	ENSG00000215424.9	0.960	3.005	-1.031	4.30e-32
NPEPL1	ENSG00000215440.11	15.390	39.049	-1.289	3.91e-27
HNRNPA1P7	ENSG00000215492.6	0.580	2.685	-1.222	8.60e-32
RP13-104F24.2	ENSG00000215769.8	1.610	8.415	-1.851	1.30e-55
TNFRSF25	ENSG00000215788.9	2.330	12.555	-2.025	7.71e-40
SLC35E2	ENSG00000215790.6	0.750	4.700	-1.704	1.30e-37
TSTD1	ENSG00000215845.10	25.941	62.760	-1.243	1.93e-14
CROCCP2	ENSG00000215908.7	0.460	1.925	-1.002	6.19e-33
MMP23A	ENSG00000215914.4	0.470	2.020	-1.039	3.05e-7
RPS2P55	ENSG00000216866.5	4.820	0.430	2.025	1.92e-70
PRELID1P1	ENSG00000217325.2	1.310	0.085	1.090	9.43e-68
PAM16	ENSG00000217930.7	91.899	42.370	1.099	2.01e-21
TENM3	ENSG00000218336.7	1.010	4.505	-1.454	3.53e-23
NBPF1	ENSG00000219481.10	13.080	47.320	-1.779	1.23e-19
RP11-40C6.2	ENSG00000219928.2	495.347	0.000	8.955	5.81e-117
VAMP2	ENSG00000220205.8	30.950	91.909	-1.540	1.35e-27
MTMR9LP	ENSG00000220785.7	2.670	20.935	-2.579	3.20e-53
U3	ENSG00000221125.2	15.650	7.285	1.007	5.20e-3
PPP3CB-AS1	ENSG00000221817.9	1.440	4.790	-1.247	3.34e-32
RN7SKP16	ENSG00000222112.1	0.000	1.390	-1.257	1.33e-35
HIST2H2BA	ENSG00000223345.3	0.520	2.225	-1.085	1.89e-15
RP11-211G3.2	ENSG00000223401.1	0.040	1.085	-1.003	2.44e-36
MEG9	ENSG00000223403.3	4.440	12.405	-1.301	4.63e-17
TCAF1P1	ENSG00000223459.5	0.460	2.990	-1.450	3.00e-10
VPS52	ENSG00000223501.8	29.030	61.535	-1.058	8.67e-22
RP11-632K20.7	ENSG00000223509.8	1.760	5.383	-1.209	1.27e-26
NSUN5P1	ENSG00000223705.9	11.470	36.975	-1.607	3.01e-36
RP4-717I23.3	ENSG00000223745.7	4.570	29.395	-2.448	2.25e-53
MIR503HG	ENSG00000223749.7	15.440	6.690	1.096	6.23e-8
RP11-54O7.3	ENSG00000223764.2	0.340	2.315	-1.307	4.29e-17
FAM95B1	ENSG00000223839.7	0.400	2.060	-1.128	1.29e-17
SNHG14	ENSG00000224078.12	11.230	30.731	-1.375	3.12e-22
LINC01057	ENSG00000224081.7	0.620	4.140	-1.666	2.75e-30
UBE2SP2	ENSG00000224126.2	9.830	0.000	3.437	4.05e-66
MSL3P1	ENSG00000224287.2	3.160	0.685	1.304	2.81e-30
LINC01272	ENSG00000224397.5	0.420	2.460	-1.285	1.31e-15
SNRPGP15	ENSG00000224543.4	0.450	6.659	-2.401	1.58e-67
HNRNPA1P48	ENSG00000224578.4	19.981	9.375	1.016	2.35e-20
